parameter,provenance_type,value,unit,crop,region,season,source,source_url,source_year,transformation,assumption,confidence,notes
climate.ET0_seasonal,SYNTHETIC_EXPERIMENTAL,,mm/day,,R5,,,,,,,REQUIRES_SOURCING,Southern Peninsula. Candidate: Karnataka 10 agro-climatic zone ET0 study (1979-2014).
crop.crop_water_requirement,DERIVED,,mm/season,,,,FAO-56 Kc method (crop_water.py) x regional ET0 (this module),https://www.fao.org/4/x0490e/x0490e0b.htm,1998,CWR = sum_stages(Kc_stage * ET0 * stage_days); uniform seasonal ET0 across stages,Stage-uniform ET0 pending monthly IMD/CROPWAT stage-resolved values,MEDIUM,"Computed only for regions whose seasonal ET0 is sourced (R1, R2)."
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,rice,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,rice,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,rice,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,rice,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),rice,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,rice,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,rice,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,rice,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,rice,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,wheat,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,wheat,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,wheat,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,wheat,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),wheat,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,wheat,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,wheat,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,wheat,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,wheat,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,maize,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,maize,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,maize,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,maize,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),maize,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,maize,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,maize,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,maize,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,maize,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,sorghum,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,sorghum,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,sorghum,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,sorghum,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),sorghum,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,sorghum,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,sorghum,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,sorghum,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,sorghum,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,pearl_millet,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,pearl_millet,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,pearl_millet,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,pearl_millet,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),pearl_millet,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,pearl_millet,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,pearl_millet,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,pearl_millet,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,pearl_millet,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,chickpea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,chickpea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,chickpea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,chickpea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),chickpea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,chickpea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,chickpea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,chickpea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,chickpea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,pigeon_pea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,pigeon_pea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,pigeon_pea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,pigeon_pea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),pigeon_pea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,pigeon_pea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
